# source=last_training_epoch
boundary_label,x,y,phi_pred,phi_target,abs_error
G1,0.00000000,0.06711847,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.12360471,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.25701901,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.84983099,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.58937931,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.31278336,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.81313950,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.38729432,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.75460345,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.37051299,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.50801122,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.13239437,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.97770226,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.92725158,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.23350389,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.05827711,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.21591347,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.94071400,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.85278046,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.71809787,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.05160345,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.50711405,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.67059225,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.67470485,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.03858211,1.00000000e+00,1.00000000e+00,0.00000000e+00
G1,0.00000000,0.38847491,1.00000000e+00,1.00000000e+00,0.00000000e+00
G2,1.00000000,0.06180270,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.08769565,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.48618063,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.19646110,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.13965152,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.28721389,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.05276706,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.72078550,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.98340982,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.91647911,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.44629395,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.91873616,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.70559675,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.16091980,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.13971029,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.45465767,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.14282323,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.90660667,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.59542608,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.83627075,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.66457742,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.15890571,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.46812588,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.46010798,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.39603287,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.62491590,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.05132783,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.19483432,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.81049109,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.28346139,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.40056249,0.00000000e+00,0.00000000e+00,0.00000000e+00
